credit_card_id,customer_id,card_type,card_limit,current_balance,last_payment_date,payment_due_date,payment_status,credit_utilization,credit_card_number,bank_name
614,800,visa,100000,83744,2024-05-25,2024-06-24,Paid,0.84,4656833879753700,Bank of India
615,800,mastercard,50000,46427,2024-10-04,2024-11-03,Paid,0.93,2294170635125240,Andhra Bank
616,800,amex,150000,10656,2024-08-06,2024-09-05,Overdue,0.07,375039000000000,SBI
617,544,mastercard,20000,7074,2024-05-12,2024-06-11,Overdue,0.35,2235338954213970,Axis Bank
618,544,visa,400000,121119,2024-08-20,2024-09-19,Overdue,0.3,4235387014564210,Union Bank of India
619,544,discover,30000,17242,2024-03-07,2024-04-06,Overdue,0.57,6514729957043580,Yes Bank
620,932,visa,150000,146313,2024-06-08,2024-07-08,Pending,0.98,4551931999119860,Axis Bank
621,932,mastercard,300000,240501,2024-07-29,2024-08-28,Overdue,0.8,2313078520702480,Central Bank of India
622,585,visa,25000,5911,2024-03-21,2024-04-20,Overdue,0.24,4147022044270900,Union Bank of India
623,1368,mastercard,300000,82930,2024-02-23,2024-03-24,Overdue,0.28,2713066129996190,Andhra Bank
624,1139,mastercard,50000,20653,2024-09-04,2024-10-04,Overdue,0.41,2288464463366500,Canara Bank
625,1139,mastercard,75000,56438,2024-05-03,2024-06-02,Overdue,0.75,2705859595229460,Canara Bank
626,1139,visa,200000,143032,2024-09-14,2024-10-14,Paid,0.72,4120755824245860,Union Bank of India
627,997,mastercard,50000,29648,2024-02-22,2024-03-23,Pending,0.59,2716229306969870,Union Bank of India
628,318,visa,400000,18173,2024-06-01,2024-07-01,Pending,0.05,4209137025149640,Andhra Bank
629,318,visa,150000,35411,2024-05-20,2024-06-19,Pending,0.24,4416789199253560,HDFC
630,389,mastercard,30000,7039,2024-10-03,2024-11-02,Pending,0.23,5244538448008550,HDFC
631,608,mastercard,150000,134026,2024-02-26,2024-03-27,Overdue,0.89,2271144690627830,Bank of Maharashtra
632,608,visa,20000,1236,2024-08-10,2024-09-09,Pending,0.06,4721208382347480,Bank of India
633,608,discover,25000,8683,2024-07-24,2024-08-23,Pending,0.35,6011429684581890,Bank of Maharashtra
634,446,visa,30000,8396,2024-06-07,2024-07-07,Pending,0.28,4204268650208170,SBI
635,446,mastercard,200000,56999,2024-10-07,2024-11-06,Overdue,0.28,2716747011641680,SBI
636,120,mastercard,500000,252986,2024-05-03,2024-06-02,Paid,0.51,5213996855771400,Bajaj Finserv
637,120,visa,200000,168363,2024-07-01,2024-07-31,Pending,0.84,4500037035573800,ICICI
638,1187,mastercard,20000,1832,2024-07-01,2024-07-31,Pending,0.09,2222007986976510,Bank of India
639,1187,mastercard,75000,15799,2024-07-28,2024-08-27,Paid,0.21,2653390293477960,Andhra Bank
640,1187,visa,300000,200533,2024-02-29,2024-03-30,Paid,0.67,4902557175205460,Indian Bank
641,1111,visa,50000,35384,2024-10-31,2024-11-30,Overdue,0.71,4486037861159100,Punjab National Bank
642,1314,mastercard,150000,57880,2024-05-10,2024-06-09,Paid,0.39,2326719803956430,ICICI
643,1314,mastercard,100000,98676,2024-10-23,2024-11-22,Overdue,0.99,2248213979530930,Bank of Maharashtra
644,1314,visa,30000,14153,2024-10-23,2024-11-22,Pending,0.47,4944119375900370,Union Bank of India
645,643,visa,25000,11015,2024-08-06,2024-09-05,Paid,0.44,4214632138635750,Bajaj Finserv
646,643,visa,150000,104645,2024-04-10,2024-05-10,Pending,0.7,4872182798696810,SBI
647,643,mastercard,150000,113899,2024-09-09,2024-10-09,Overdue,0.76,2237156362508910,Punjab National Bank
648,118,visa,100000,73308,2024-10-13,2024-11-12,Paid,0.73,4618289163519550,Bajaj Finserv
649,103,mastercard,300000,299541,2024-11-11,2024-12-11,Paid,1,2720789180782930,Federal Bank
650,103,visa,30000,2347,2024-08-21,2024-09-20,Pending,0.08,4059775182393790,Central Bank of India
651,1197,mastercard,300000,46973,2024-06-15,2024-07-15,Paid,0.16,5205385790098980,Central Bank of India
652,977,mastercard,50000,22826,2024-08-10,2024-09-09,Paid,0.46,2424237580814150,Canara Bank
653,1030,mastercard,200000,171811,2024-06-16,2024-07-16,Paid,0.86,2547310083831900,Indian Bank
654,1030,visa,50000,40384,2024-07-15,2024-08-14,Pending,0.81,4315188134772110,Andhra Bank
655,1088,visa,100000,5882,2024-02-23,2024-03-24,Paid,0.06,4047947938629060,Kotak Mahindra
656,1088,mastercard,25000,24829,2024-05-02,2024-06-01,Overdue,0.99,5528472300809200,SBI
657,323,visa,400000,28593,2024-02-23,2024-03-24,Paid,0.07,4732679079789070,Andhra Bank
658,323,visa,40000,900,2024-08-22,2024-09-21,Pending,0.02,4825819346569720,Axis Bank
659,323,mastercard,100000,61759,2024-11-05,2024-12-05,Paid,0.62,2234182170928290,Canara Bank
660,117,visa,400000,282069,2024-07-01,2024-07-31,Paid,0.71,4334563097123330,Kotak Mahindra
661,1041,mastercard,150000,126622,2024-10-02,2024-11-01,Overdue,0.84,2606852401330930,Punjab National Bank
662,1041,visa,75000,69048,2024-11-07,2024-12-07,Paid,0.92,4129285608701770,IDFC First Bank
663,165,visa,15000,4653,2024-06-28,2024-07-28,Paid,0.31,4217915055700320,Andhra Bank
664,381,mastercard,15000,7617,2024-10-23,2024-11-22,Overdue,0.51,2701579944826570,HDFC
665,141,visa,75000,35561,2024-04-25,2024-05-25,Overdue,0.47,4104794306532520,Bank of India
666,141,visa,15000,4792,2024-05-10,2024-06-09,Overdue,0.32,4983566666515350,Union Bank of India
667,1219,visa,75000,66655,2024-09-22,2024-10-22,Overdue,0.89,4027906294232620,Axis Bank
668,1219,mastercard,100000,78263,2024-03-30,2024-04-29,Overdue,0.78,5132068302189260,SBI
669,140,visa,30000,16405,2024-01-16,2024-02-15,Pending,0.55,4292786578443090,Federal Bank
670,482,visa,15000,4053,2024-09-15,2024-10-15,Overdue,0.27,4469886861509230,Indian Bank
671,482,mastercard,100000,51563,2024-06-17,2024-07-17,Overdue,0.52,5179214552426020,Bank of Baroda
672,827,visa,50000,44847,2024-06-09,2024-07-09,Pending,0.9,4975099554846890,Bank of India
673,246,mastercard,30000,16425,2024-01-05,2024-02-04,Pending,0.55,5228192980049260,ICICI
674,246,mastercard,75000,3862,2024-09-12,2024-10-12,Overdue,0.05,2277352255624060,IDFC First Bank
675,1167,visa,25000,11199,2024-02-11,2024-03-12,Pending,0.45,4185662001494950,Punjab National Bank
676,1167,visa,400000,200386,2024-08-04,2024-09-03,Overdue,0.5,4670948122452130,Andhra Bank
677,1167,visa,75000,31504,2024-06-05,2024-07-05,Overdue,0.42,4390687123978390,Punjab National Bank
678,505,mastercard,40000,39673,2024-05-29,2024-06-28,Pending,0.99,2249144315764080,IDBI Bank
679,505,visa,30000,21380,2024-03-22,2024-04-21,Paid,0.71,4120546275751430,Bank of Maharashtra
680,1186,visa,25000,10125,2024-04-15,2024-05-15,Overdue,0.41,4521939023762160,RBL Bank
681,1218,visa,75000,19025,2024-06-11,2024-07-11,Overdue,0.25,4110080307514080,Bank of Maharashtra
682,1218,visa,50000,4444,2024-05-15,2024-06-14,Overdue,0.09,4609935727714460,Federal Bank
683,82,visa,25000,10407,2024-01-20,2024-02-19,Paid,0.42,4357371478624840,HDFC
684,168,mastercard,75000,53903,2024-11-03,2024-12-03,Pending,0.72,5297561055198180,IDBI Bank
685,168,mastercard,25000,6158,2024-09-08,2024-10-08,Paid,0.25,2226635142814420,Punjab National Bank
686,859,visa,15000,12491,2024-06-23,2024-07-23,Overdue,0.83,4527819585705070,Andhra Bank
687,1448,mastercard,200000,148646,2024-02-22,2024-03-23,Overdue,0.74,5311445144757030,Yes Bank
688,1158,visa,30000,22523,2024-10-01,2024-10-31,Paid,0.75,4187455594013830,Bank of India
689,1158,visa,400000,249876,2024-09-17,2024-10-17,Paid,0.62,4117826136993890,RBL Bank
690,1071,mastercard,400000,340560,2024-05-28,2024-06-27,Pending,0.85,2391338235095400,Bank of Baroda
691,648,mastercard,100000,62108,2024-02-04,2024-03-05,Paid,0.62,5169543735489270,Bank of Baroda
692,648,visa,30000,1056,2024-04-10,2024-05-10,Pending,0.04,4069523034939190,HDFC
693,648,amex,75000,29170,2024-01-06,2024-02-05,Overdue,0.39,346406000000000,Kotak Mahindra
694,535,visa,20000,5802,2024-02-15,2024-03-16,Pending,0.29,4927837891217720,Andhra Bank
695,535,mastercard,400000,170338,2024-04-18,2024-05-18,Pending,0.43,5257329518912040,Yes Bank
696,535,amex,75000,5482,2024-02-29,2024-03-30,Overdue,0.07,375709000000000,Union Bank of India
697,419,mastercard,75000,74964,2024-09-24,2024-10-24,Overdue,1,2705324009937850,Federal Bank
698,419,visa,150000,28656,2024-07-14,2024-08-13,Pending,0.19,4944874114852020,IDBI Bank
699,644,visa,30000,16996,2024-06-29,2024-07-29,Overdue,0.57,4216309584039150,Union Bank of India
700,489,visa,150000,101554,2024-07-12,2024-08-11,Overdue,0.68,4587434046705090,ICICI
701,1279,visa,40000,28806,2024-04-17,2024-05-17,Pending,0.72,4852209943026770,Indian Bank
702,1460,mastercard,100000,21821,2024-10-27,2024-11-26,Pending,0.22,5471628514366760,Indian Bank
703,1460,visa,400000,271040,2024-06-21,2024-07-21,Paid,0.68,4676442274940410,IDBI Bank
704,269,mastercard,20000,16405,2024-05-06,2024-06-05,Paid,0.82,2716107304261730,Bank of Baroda
705,269,visa,75000,54206,2024-09-29,2024-10-29,Pending,0.72,4436968536642330,IDBI Bank
706,615,visa,25000,14866,2024-05-19,2024-06-18,Overdue,0.59,4717879531856060,Kotak Mahindra
707,615,mastercard,20000,8194,2024-07-23,2024-08-22,Pending,0.41,2714905999513770,Bank of Baroda
708,615,rupay,400000,64772,2024-07-06,2024-08-05,Paid,0.16,62873600000000,IDBI Bank
709,937,mastercard,20000,17164,2024-05-21,2024-06-20,Overdue,0.86,2229985615461080,Union Bank of India
710,1528,visa,75000,72134,2024-04-01,2024-05-01,Pending,0.96,4269447926083900,ICICI
711,1528,visa,50000,37060,2024-10-14,2024-11-13,Overdue,0.74,4482002834444190,Punjab National Bank
712,1528,visa,25000,5861,2024-03-31,2024-04-30,Overdue,0.23,4901448026166910,ICICI
713,149,mastercard,40000,20284,2024-08-02,2024-09-01,Overdue,0.51,2704391611672130,IDBI Bank
714,149,mastercard,300000,94736,2024-06-05,2024-07-05,Paid,0.32,2289805096765090,Punjab National Bank
715,20,visa,15000,10200,2024-08-04,2024-09-03,Pending,0.68,4793691854062090,HDFC
716,20,mastercard,100000,65358,2024-04-24,2024-05-24,Overdue,0.65,2710907562767540,HDFC
717,939,mastercard,30000,7106,2024-10-01,2024-10-31,Overdue,0.24,2458663738127040,Bajaj Finserv
718,939,mastercard,75000,57917,2024-07-19,2024-08-18,Paid,0.77,2239479494021780,Andhra Bank
719,939,visa,30000,28906,2024-03-17,2024-04-16,Overdue,0.96,4452190147879540,IDFC First Bank
720,1154,visa,15000,3028,2024-06-07,2024-07-07,Paid,0.2,4669294775700670,ICICI
721,205,mastercard,15000,2381,2024-09-11,2024-10-11,Paid,0.16,2716199162244780,Bank of Maharashtra
722,151,mastercard,50000,5747,2024-07-01,2024-07-31,Paid,0.11,2281000135930440,Axis Bank
723,1102,mastercard,25000,5286,2024-07-01,2024-07-31,Overdue,0.21,2266659543731520,Indian Bank
724,1102,visa,100000,98216,2024-08-18,2024-09-17,Overdue,0.98,4180070318339740,Bank of India
725,437,visa,20000,9807,2024-02-01,2024-03-02,Pending,0.49,4538215358156440,Bank of India
726,1037,mastercard,20000,14002,2024-01-04,2024-02-03,Overdue,0.7,2479309596308790,SBI
727,1232,mastercard,100000,17635,2024-07-02,2024-08-01,Paid,0.18,5397839370047400,IDFC First Bank
728,1232,mastercard,150000,108464,2024-03-10,2024-04-09,Overdue,0.72,2248192004149990,Kotak Mahindra
729,1232,visa,200000,15252,2024-04-16,2024-05-16,Paid,0.08,4225627282077150,Bank of Maharashtra
730,272,visa,100000,94905,2024-02-28,2024-03-29,Overdue,0.95,4070295660691970,Andhra Bank
731,272,mastercard,75000,41482,2024-07-05,2024-08-04,Pending,0.55,2276567959481110,RBL Bank
732,272,rupay,200000,92760,2024-06-14,2024-07-14,Paid,0.46,62721100000000,Bajaj Finserv
733,715,mastercard,100000,23580,2024-01-27,2024-02-26,Overdue,0.24,5103942859259770,Yes Bank
734,715,mastercard,30000,51,2024-10-09,2024-11-08,Paid,0,2705215358125750,HDFC
735,715,mastercard,300000,61827,2024-04-20,2024-05-20,Overdue,0.21,5490131959730980,Kotak Mahindra
736,1253,mastercard,75000,5962,2024-06-10,2024-07-10,Pending,0.08,2712019392907230,Bank of India
737,1253,visa,15000,10495,2024-08-31,2024-09-30,Paid,0.7,4738303282241770,Indian Bank
738,1253,amex,500000,35565,2024-10-17,2024-11-16,Pending,0.07,348638000000000,Indian Bank
739,501,mastercard,500000,3214,2024-01-13,2024-02-12,Paid,0.01,2269177823522100,Canara Bank
740,501,mastercard,75000,74569,2024-01-07,2024-02-06,Overdue,0.99,5549394947137430,HDFC
741,757,visa,30000,10830,2024-05-09,2024-06-08,Pending,0.36,4644412185405270,Bajaj Finserv
742,584,mastercard,500000,18642,2024-11-03,2024-12-03,Overdue,0.04,2238955151511320,Punjab National Bank
743,584,mastercard,25000,20552,2024-09-16,2024-10-16,Pending,0.82,2661225951820010,Federal Bank
744,1413,mastercard,100000,54257,2024-06-01,2024-07-01,Overdue,0.54,2283213661581450,ICICI
745,1360,mastercard,200000,190045,2024-11-16,2024-12-16,Overdue,0.95,5405652234962000,Canara Bank
746,1360,visa,30000,18920,2024-03-20,2024-04-19,Overdue,0.63,4658253977922820,Canara Bank
747,1113,mastercard,20000,4892,2024-05-08,2024-06-07,Pending,0.24,5533910281369320,HDFC
748,620,mastercard,75000,70028,2024-06-23,2024-07-23,Paid,0.93,2293481963498000,Bank of Maharashtra
749,1427,mastercard,25000,19503,2024-07-03,2024-08-02,Paid,0.78,2234082121606470,Indian Bank
750,17,mastercard,400000,16582,2024-07-07,2024-08-06,Pending,0.04,2251103463838070,Central Bank of India
751,17,visa,100000,31148,2024-01-05,2024-02-04,Pending,0.31,4378521567773980,IDBI Bank
752,1136,mastercard,30000,17206,2024-05-15,2024-06-14,Pending,0.57,2703109075535850,Bank of Baroda
753,1136,visa,50000,2450,2024-09-17,2024-10-17,Paid,0.05,4489902164815300,SBI
754,1136,amex,150000,6536,2024-02-03,2024-03-04,Pending,0.04,342833000000000,RBL Bank
755,614,visa,30000,11144,2024-07-04,2024-08-03,Pending,0.37,4871645590487400,RBL Bank
756,614,mastercard,500000,171619,2024-03-10,2024-04-09,Paid,0.34,2287346487850040,Axis Bank
757,614,rupay,300000,69582,2024-08-15,2024-09-14,Paid,0.23,62141800000000,IDBI Bank
758,213,mastercard,400000,273859,2024-06-24,2024-07-24,Paid,0.68,2483440825253400,HDFC
759,213,mastercard,15000,11256,2024-08-14,2024-09-13,Overdue,0.75,2720026951534090,SBI
760,276,mastercard,100000,6047,2024-10-06,2024-11-05,Paid,0.06,5222609609854310,RBL Bank
761,1527,mastercard,15000,9462,2024-05-07,2024-06-06,Pending,0.63,2432717848169680,Kotak Mahindra
762,237,mastercard,30000,6309,2024-09-09,2024-10-09,Pending,0.21,2364793761465130,IDFC First Bank
763,237,mastercard,500000,231271,2024-10-03,2024-11-02,Overdue,0.46,5510122838679340,Axis Bank
764,220,mastercard,25000,5160,2024-11-12,2024-12-12,Pending,0.21,2705896604825970,Axis Bank
765,220,visa,200000,146702,2024-01-31,2024-03-01,Overdue,0.73,4009977809832560,Axis Bank
766,220,discover,150000,91833,2024-01-20,2024-02-19,Overdue,0.61,6548769980684260,Canara Bank
767,1425,mastercard,25000,23080,2024-05-09,2024-06-08,Pending,0.92,2376774993123340,Bank of Maharashtra
768,1425,visa,25000,2334,2024-04-08,2024-05-08,Pending,0.09,4295804112718470,Andhra Bank
769,1425,amex,150000,116299,2024-02-16,2024-03-17,Paid,0.78,372961000000000,Punjab National Bank
770,1537,visa,100000,88538,2024-10-31,2024-11-30,Paid,0.89,4394950511131290,Axis Bank
771,558,mastercard,15000,1410,2024-01-27,2024-02-26,Pending,0.09,2299586189752110,Union Bank of India
772,558,visa,400000,312539,2024-02-28,2024-03-29,Overdue,0.78,4154743851048000,IDBI Bank
773,558,rupay,50000,20476,2024-11-13,2024-12-13,Pending,0.41,62318300000000,Federal Bank
774,578,visa,500000,400780,2024-11-08,2024-12-08,Pending,0.8,4507967434085790,Bank of Maharashtra
775,578,visa,20000,15344,2024-09-08,2024-10-08,Paid,0.77,4173255005582760,IDBI Bank
776,578,mastercard,300000,244001,2024-10-25,2024-11-24,Pending,0.81,2298903291604780,Yes Bank
777,432,visa,25000,20215,2024-06-16,2024-07-16,Pending,0.81,4763259366856770,Bank of India
778,432,mastercard,25000,22924,2024-01-26,2024-02-25,Overdue,0.92,2551064100878140,Canara Bank
779,432,amex,100000,63898,2024-08-12,2024-09-11,Paid,0.64,348044000000000,SBI
780,703,mastercard,20000,11516,2024-07-17,2024-08-16,Pending,0.58,5420515668948440,IDBI Bank
781,417,visa,40000,22846,2024-06-06,2024-07-06,Overdue,0.57,4357807655090150,Bank of Maharashtra
782,417,visa,150000,26983,2024-01-26,2024-02-25,Pending,0.18,4799848884827730,Axis Bank
783,417,mastercard,150000,18592,2024-10-09,2024-11-08,Pending,0.12,5519956884234130,Federal Bank
784,541,mastercard,75000,54190,2024-07-02,2024-08-01,Paid,0.72,2720119354172660,Andhra Bank
785,1036,visa,150000,41686,2024-01-27,2024-02-26,Pending,0.28,4357372197787600,Union Bank of India
786,1036,visa,50000,13647,2024-04-21,2024-05-21,Overdue,0.27,4346812198971960,Bank of Maharashtra
787,1391,mastercard,500000,228250,2024-01-24,2024-02-23,Overdue,0.46,2720349959073480,Canara Bank
788,1391,visa,25000,21712,2024-08-28,2024-09-27,Overdue,0.87,4993986596727250,SBI
789,1426,mastercard,20000,19404,2024-07-31,2024-08-30,Overdue,0.97,2280093396226690,IDBI Bank
790,105,mastercard,150000,25599,2024-06-23,2024-07-23,Pending,0.17,2337613276233500,Bank of Baroda
791,105,mastercard,75000,9123,2024-06-13,2024-07-13,Overdue,0.12,2221428134790080,Axis Bank
792,105,mastercard,50000,32394,2024-08-27,2024-09-26,Overdue,0.65,2435074943629650,ICICI
793,1533,visa,30000,26772,2024-09-29,2024-10-29,Paid,0.89,4507804489004260,Bank of Maharashtra
794,1533,visa,500000,76926,2024-01-06,2024-02-05,Overdue,0.15,4051272195120710,Punjab National Bank
795,1319,mastercard,150000,76415,2024-04-06,2024-05-06,Pending,0.51,2278709282694910,Andhra Bank
796,567,mastercard,30000,6739,2024-01-26,2024-02-25,Overdue,0.22,5424144927289950,Canara Bank
797,567,mastercard,200000,178142,2024-09-06,2024-10-06,Pending,0.89,5194348609202970,Central Bank of India
798,567,mastercard,20000,19094,2024-01-04,2024-02-03,Paid,0.95,2715770303665810,Andhra Bank
799,91,mastercard,25000,9639,2024-03-07,2024-04-06,Paid,0.39,2262358058943240,Bank of India
800,91,visa,15000,11523,2024-01-23,2024-02-22,Overdue,0.77,4207507290310940,Bank of India
801,8,visa,40000,2043,2024-07-10,2024-08-09,Paid,0.05,4528251200000260,Central Bank of India
802,684,mastercard,300000,166790,2024-01-30,2024-02-29,Overdue,0.56,5177416597842850,Union Bank of India
803,684,mastercard,75000,57041,2024-04-28,2024-05-28,Overdue,0.76,5278520411973380,Kotak Mahindra
804,684,visa,100000,18228,2024-11-03,2024-12-03,Paid,0.18,4858485631750140,Federal Bank
805,268,mastercard,50000,27343,2024-07-13,2024-08-12,Paid,0.55,2240194458669380,Indian Bank
806,268,visa,25000,380,2024-01-03,2024-02-02,Paid,0.02,4767222362232100,HDFC
807,268,discover,400000,255171,2024-04-09,2024-05-09,Overdue,0.64,6574478726085180,Central Bank of India
808,537,visa,20000,4496,2024-11-12,2024-12-12,Overdue,0.22,4013942378043430,Central Bank of India
809,1421,mastercard,500000,364584,2024-04-28,2024-05-28,Overdue,0.73,5109522046140180,Central Bank of India
810,1421,visa,100000,66770,2024-05-13,2024-06-12,Pending,0.67,4926877141527210,Federal Bank
811,1421,amex,75000,46570,2024-08-18,2024-09-17,Paid,0.62,341468000000000,Bank of Baroda
812,905,mastercard,200000,1947,2024-11-10,2024-12-10,Overdue,0.01,5332980749891210,Bajaj Finserv
813,905,visa,400000,263050,2024-01-25,2024-02-24,Pending,0.66,4295159749169570,Central Bank of India
814,1130,mastercard,15000,620,2024-05-28,2024-06-27,Overdue,0.04,2352739339552600,Bajaj Finserv
815,876,mastercard,20000,19014,2024-05-22,2024-06-21,Pending,0.95,2241238951765960,SBI
816,876,visa,400000,383408,2024-04-27,2024-05-27,Overdue,0.96,4010253613235480,IDFC First Bank
817,876,amex,150000,20508,2024-05-25,2024-06-24,Overdue,0.14,340180000000000,Andhra Bank
818,1149,visa,30000,15481,2024-10-24,2024-11-23,Overdue,0.52,4896907557667220,SBI
819,1149,mastercard,200000,13834,2024-03-28,2024-04-27,Pending,0.07,2253520408838090,Federal Bank
820,1149,discover,100000,59511,2024-04-06,2024-05-06,Overdue,0.6,6551224685776220,Bajaj Finserv
821,1225,mastercard,75000,46257,2024-03-19,2024-04-18,Pending,0.62,2273290374692670,Indian Bank
822,1225,visa,15000,11387,2024-02-25,2024-03-26,Overdue,0.76,4081162619623980,Indian Bank
823,1225,rupay,500000,295544,2024-04-16,2024-05-16,Pending,0.59,62791800000000,Bajaj Finserv
824,1389,visa,200000,13531,2024-08-24,2024-09-23,Overdue,0.07,4414342668465820,Indian Bank
825,1389,visa,40000,31769,2024-07-10,2024-08-09,Paid,0.79,4191998739502970,Punjab National Bank
826,1389,visa,500000,145672,2024-06-29,2024-07-29,Pending,0.29,4348066063862840,Punjab National Bank
827,1299,mastercard,40000,16839,2024-06-01,2024-07-01,Paid,0.42,2293922494727400,Axis Bank
828,1299,visa,200000,193715,2024-01-23,2024-02-22,Paid,0.97,4635318721952570,IDBI Bank
829,1299,amex,500000,91959,2024-07-14,2024-08-13,Pending,0.18,374113000000000,Yes Bank
830,306,mastercard,25000,17281,2024-05-28,2024-06-27,Paid,0.69,2631007704069580,Canara Bank
831,1118,visa,25000,19514,2024-07-17,2024-08-16,Paid,0.78,4566566121270120,Bajaj Finserv
832,1118,mastercard,500000,200889,2024-05-27,2024-06-26,Paid,0.4,2718380282336580,IDBI Bank
833,74,visa,30000,18931,2024-06-18,2024-07-18,Overdue,0.63,4369868212465100,Bank of India
834,74,visa,300000,138619,2024-08-29,2024-09-28,Paid,0.46,4812860413385790,ICICI
835,1212,visa,100000,52264,2024-08-19,2024-09-18,Pending,0.52,4185545775566430,Indian Bank
836,1132,mastercard,400000,394488,2024-10-19,2024-11-18,Overdue,0.99,2720214497796700,Yes Bank
837,1132,mastercard,300000,204509,2024-02-11,2024-03-12,Pending,0.68,2254071377131760,IDFC First Bank
838,1132,visa,150000,113962,2024-04-08,2024-05-08,Paid,0.76,4443045359027020,Indian Bank
839,304,mastercard,75000,41377,2024-03-29,2024-04-28,Overdue,0.55,2273089820277710,ICICI
840,304,visa,150000,92753,2024-04-13,2024-05-13,Pending,0.62,4173070569272530,Andhra Bank
841,881,mastercard,50000,17716,2024-05-12,2024-06-11,Pending,0.35,5578953540063380,Axis Bank
842,881,mastercard,300000,205077,2024-03-09,2024-04-08,Pending,0.68,2292073668640830,Yes Bank
843,262,visa,150000,88449,2024-01-31,2024-03-01,Overdue,0.59,4523669798690070,Bank of Baroda
844,262,mastercard,150000,2772,2024-01-18,2024-02-17,Overdue,0.02,5236809006119130,HDFC
845,86,visa,15000,6737,2024-08-05,2024-09-04,Paid,0.45,4908566208345910,RBL Bank
846,86,visa,300000,233802,2024-09-15,2024-10-15,Pending,0.78,4472456389326790,Yes Bank
847,86,mastercard,40000,12653,2024-04-13,2024-05-13,Paid,0.32,5363097074688990,HDFC
848,632,visa,15000,9734,2024-06-15,2024-07-15,Overdue,0.65,4799493873842680,Kotak Mahindra
849,747,visa,400000,62902,2024-09-03,2024-10-03,Paid,0.16,4700785637036490,Andhra Bank
850,747,visa,75000,74195,2024-08-22,2024-09-21,Paid,0.99,4955606424776640,Axis Bank
851,1369,visa,40000,19304,2024-05-14,2024-06-13,Pending,0.48,4502392397190690,SBI
852,733,mastercard,40000,27982,2024-02-18,2024-03-19,Overdue,0.7,2702675482851010,Canara Bank
853,733,mastercard,25000,2424,2024-05-05,2024-06-04,Pending,0.1,2707759431477000,ICICI
854,431,mastercard,75000,43601,2024-01-04,2024-02-03,Paid,0.58,2526918717807750,IDFC First Bank
855,1300,mastercard,25000,14436,2024-01-16,2024-02-15,Paid,0.58,2252638781250580,Bajaj Finserv
856,1300,visa,200000,102926,2024-03-13,2024-04-12,Paid,0.51,4712599897136110,Bajaj Finserv
857,1300,discover,25000,17715,2024-06-16,2024-07-16,Pending,0.71,6011054176202440,Kotak Mahindra
858,211,visa,100000,93768,2024-04-18,2024-05-18,Pending,0.94,4387937800489440,Axis Bank
859,211,visa,20000,2307,2024-02-09,2024-03-10,Overdue,0.12,4401100963785090,IDFC First Bank
860,211,mastercard,15000,14688,2024-07-08,2024-08-07,Pending,0.98,2715045048679660,Punjab National Bank
861,725,visa,15000,10888,2024-02-23,2024-03-24,Pending,0.73,4653636130563560,IDFC First Bank
862,725,visa,400000,172926,2024-04-25,2024-05-25,Pending,0.43,4117838149665810,Bank of Maharashtra
863,725,visa,150000,128628,2024-10-02,2024-11-01,Pending,0.86,4902518992906840,Central Bank of India
864,1147,mastercard,400000,36752,2024-03-29,2024-04-28,Overdue,0.09,2720397104689680,Yes Bank
865,1289,visa,75000,63185,2024-08-09,2024-09-08,Paid,0.84,4699256891951560,Bank of Maharashtra
866,1289,mastercard,50000,44684,2024-10-10,2024-11-09,Pending,0.89,2279695189882650,Union Bank of India
867,1289,discover,300000,47535,2024-11-11,2024-12-11,Pending,0.16,6530996298630690,Federal Bank
868,317,mastercard,20000,15061,2024-01-11,2024-02-10,Pending,0.75,2718907427359930,Kotak Mahindra
869,317,visa,150000,10310,2024-08-16,2024-09-15,Pending,0.07,4443878182854550,Kotak Mahindra
870,317,amex,400000,204527,2024-06-23,2024-07-23,Paid,0.51,379280000000000,Bank of India
871,1291,mastercard,20000,14351,2024-03-28,2024-04-27,Overdue,0.72,2720049431396370,Kotak Mahindra
872,1291,visa,15000,3163,2024-01-18,2024-02-17,Paid,0.21,4136018257987110,Bank of Maharashtra
873,333,visa,100000,50956,2024-10-31,2024-11-30,Paid,0.51,4234813075347270,Federal Bank
874,363,mastercard,100000,69984,2024-01-10,2024-02-09,Pending,0.7,2246331499391660,HDFC
875,845,visa,50000,3673,2024-08-07,2024-09-06,Pending,0.07,4756655235434700,ICICI
876,845,mastercard,20000,6936,2024-04-22,2024-05-22,Overdue,0.35,2223505403620350,RBL Bank
877,51,mastercard,300000,281312,2024-08-09,2024-09-08,Paid,0.94,5303474539601280,Bank of Maharashtra
878,51,visa,20000,1208,2024-10-29,2024-11-28,Overdue,0.06,4569396690525870,Punjab National Bank
879,51,amex,300000,9994,2024-08-11,2024-09-10,Pending,0.03,378453000000000,Andhra Bank
880,368,visa,30000,22980,2024-10-21,2024-11-20,Overdue,0.77,4465780367199180,Punjab National Bank
881,368,visa,25000,20731,2024-05-09,2024-06-08,Paid,0.83,4037347701515110,Indian Bank
882,681,visa,100000,80114,2024-05-05,2024-06-04,Paid,0.8,4913578802407160,Bank of Maharashtra
883,681,visa,20000,3741,2024-04-15,2024-05-15,Pending,0.19,4029981904794380,Andhra Bank
884,681,visa,20000,6640,2024-02-17,2024-03-18,Pending,0.33,4399131472877050,Canara Bank
885,844,mastercard,50000,7916,2024-09-09,2024-10-09,Overdue,0.16,5377168737191840,Bank of Maharashtra
